transaction id,transaction_type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0000151166,Bill Payment,Healthcare,147,SUCCESS,26-35,18-25,Uttar Pradesh,SBI,SBI,Android,5G,0,0,Tuesday,0
TXN0000113454,P2M,Fuel,612,SUCCESS,18-25,18-25,Karnataka,Axis,HDFC,Android,5G,0,20,Wednesday,0
TXN0000022932,Bill Payment,Education,2058,SUCCESS,56+,18-25,Karnataka,Axis,Kotak,iOS,4G,0,8,Thursday,0
TXN0000085093,P2P,Grocery,1071,SUCCESS,46-55,26-35,Maharashtra,IndusInd,PNB,Android,4G,0,7,Wednesday,0
TXN0000188222,P2P,Education,535,SUCCESS,36-45,26-35,Rajasthan,Axis,ICICI,Android,4G,0,17,Thursday,0
TXN0000104860,P2P,Other,3023,SUCCESS,26-35,26-35,Tamil Nadu,SBI,HDFC,Android,4G,0,11,Wednesday,0
TXN0000208884,P2P,Transport,407,SUCCESS,36-45,56+,Maharashtra,IndusInd,PNB,Android,4G,0,11,Sunday,1
TXN0000062624,P2M,Utilities,1429,SUCCESS,36-45,26-35,Karnataka,SBI,Yes Bank,iOS,5G,0,19,Sunday,1
TXN0000056308,P2P,Fuel,3981,SUCCESS,46-55,26-35,Maharashtra,SBI,IndusInd,Android,WiFi,0,20,Wednesday,0
TXN0000243134,P2P,Grocery,1287,SUCCESS,26-35,18-25,Uttar Pradesh,Axis,IndusInd,Android,4G,0,19,Thursday,0
TXN0000182025,P2P,Utilities,7407,SUCCESS,56+,26-35,Gujarat,ICICI,PNB,Android,4G,0,7,Monday,0
TXN0000022043,P2M,Utilities,1106,SUCCESS,18-25,18-25,Karnataka,SBI,ICICI,iOS,5G,0,13,Thursday,0
TXN0000232521,P2M,Entertainment,239,SUCCESS,56+,26-35,Uttar Pradesh,SBI,Yes Bank,iOS,5G,0,14,Sunday,1
TXN0000018744,P2M,Education,2239,SUCCESS,46-55,18-25,Rajasthan,HDFC,HDFC,iOS,4G,0,20,Saturday,1
TXN0000084150,Bill Payment,Transport,142,SUCCESS,46-55,36-45,Delhi,PNB,SBI,Android,4G,0,12,Wednesday,0
TXN0000187117,Recharge,Entertainment,174,SUCCESS,46-55,18-25,Telangana,HDFC,Yes Bank,Android,4G,0,11,Friday,0
TXN0000055806,P2P,Shopping,610,SUCCESS,26-35,26-35,Andhra Pradesh,Axis,SBI,Android,4G,0,21,Sunday,1
TXN0000249754,Recharge,Education,4364,SUCCESS,26-35,36-45,West Bengal,SBI,Kotak,Android,4G,0,12,Friday,0
TXN0000037549,P2M,Other,1207,SUCCESS,36-45,18-25,Maharashtra,ICICI,PNB,Web,4G,0,9,Sunday,1
TXN0000122375,P2M,Fuel,395,SUCCESS,36-45,46-55,Maharashtra,HDFC,SBI,Android,5G,0,12,Wednesday,0
TXN0000138455,P2M,Healthcare,326,SUCCESS,18-25,18-25,Karnataka,SBI,ICICI,Android,5G,0,16,Wednesday,0
TXN0000085437,P2M,Fuel,2000,SUCCESS,36-45,56+,Uttar Pradesh,IndusInd,ICICI,iOS,5G,0,19,Thursday,0
TXN0000111563,P2P,Fuel,424,SUCCESS,36-45,26-35,Telangana,Yes Bank,PNB,Android,4G,0,10,Wednesday,0
TXN0000237475,P2P,Shopping,5443,SUCCESS,18-25,26-35,Gujarat,Kotak,Axis,Android,4G,0,16,Saturday,1
TXN0000068386,P2M,Food,720,SUCCESS,36-45,26-35,Uttar Pradesh,IndusInd,PNB,Android,4G,0,11,Saturday,1
TXN0000096653,P2M,Shopping,2678,FAILED,18-25,46-55,Delhi,Yes Bank,Axis,iOS,4G,0,11,Wednesday,0
TXN0000004993,Recharge,Education,9019,SUCCESS,26-35,56+,Andhra Pradesh,Yes Bank,HDFC,iOS,5G,0,11,Monday,0
TXN0000076313,P2P,Fuel,1800,SUCCESS,18-25,18-25,Rajasthan,PNB,SBI,Android,4G,0,13,Wednesday,0
TXN0000237104,P2P,Other,763,SUCCESS,36-45,18-25,Rajasthan,Kotak,SBI,iOS,4G,0,18,Tuesday,0
TXN0000006641,Bill Payment,Food,970,SUCCESS,18-25,18-25,Andhra Pradesh,IndusInd,SBI,Android,4G,0,19,Thursday,0
TXN0000123770,Bill Payment,Food,48,SUCCESS,26-35,26-35,Uttar Pradesh,IndusInd,SBI,Android,4G,0,10,Sunday,1
TXN0000114794,P2P,Entertainment,172,SUCCESS,26-35,26-35,Karnataka,ICICI,PNB,iOS,4G,0,15,Thursday,0
TXN0000173953,P2M,Fuel,3657,SUCCESS,46-55,36-45,Andhra Pradesh,HDFC,SBI,Android,4G,0,9,Friday,0
TXN0000203428,P2P,Fuel,2376,SUCCESS,46-55,46-55,Maharashtra,PNB,Yes Bank,Android,5G,0,0,Sunday,1
TXN0000000516,P2M,Fuel,4305,SUCCESS,26-35,18-25,Telangana,HDFC,Axis,Android,4G,0,9,Friday,0
TXN0000162983,P2M,Utilities,2250,SUCCESS,26-35,18-25,Telangana,SBI,HDFC,Android,5G,0,23,Wednesday,0
TXN0000185310,P2M,Food,1428,SUCCESS,36-45,56+,Gujarat,PNB,IndusInd,Android,5G,0,22,Tuesday,0
TXN0000235420,P2M,Healthcare,458,SUCCESS,26-35,26-35,Rajasthan,SBI,PNB,Android,5G,0,22,Saturday,1
TXN0000031086,P2P,Grocery,1134,SUCCESS,36-45,36-45,Maharashtra,Yes Bank,HDFC,Android,4G,0,12,Monday,0
TXN0000052099,P2P,Shopping,183,SUCCESS,26-35,18-25,West Bengal,SBI,Kotak,Android,3G,0,13,Tuesday,0
TXN0000095072,P2M,Utilities,1192,SUCCESS,26-35,18-25,Uttar Pradesh,SBI,SBI,Android,4G,0,12,Wednesday,0
TXN0000128378,P2P,Fuel,1952,SUCCESS,56+,56+,Andhra Pradesh,Yes Bank,HDFC,Android,5G,0,18,Monday,0
TXN0000186585,P2M,Education,1334,SUCCESS,18-25,18-25,Tamil Nadu,Axis,ICICI,Android,4G,0,20,Sunday,1
TXN0000135706,Bill Payment,Healthcare,425,SUCCESS,46-55,18-25,Maharashtra,HDFC,SBI,Android,4G,0,17,Sunday,1
TXN0000129745,P2P,Food,139,SUCCESS,46-55,26-35,Maharashtra,Yes Bank,Kotak,Android,WiFi,0,16,Tuesday,0
TXN0000037045,P2M,Shopping,214,SUCCESS,26-35,26-35,Maharashtra,HDFC,SBI,Android,4G,0,13,Wednesday,0
TXN0000032995,P2P,Utilities,3334,SUCCESS,46-55,56+,Gujarat,IndusInd,SBI,Android,5G,0,20,Wednesday,0
TXN0000177649,P2M,Shopping,430,SUCCESS,18-25,46-55,Karnataka,IndusInd,ICICI,iOS,WiFi,0,21,Saturday,1
TXN0000037549,P2M,Other,1207,SUCCESS,36-45,18-25,Maharashtra,ICICI,PNB,Web,4G,0,9,Sunday,1
TXN0000219731,P2M,Shopping,7162,SUCCESS,26-35,26-35,Uttar Pradesh,HDFC,HDFC,Android,4G,0,18,Friday,0
TXN0000011963,P2P,Food,1203,SUCCESS,26-35,26-35,Uttar Pradesh,HDFC,Axis,Android,4G,0,9,Thursday,0
TXN0000221166,P2P,Healthcare,1234,SUCCESS,36-45,36-45,Tamil Nadu,IndusInd,HDFC,Android,WiFi,0,11,Monday,0
TXN0000126311,P2M,Grocery,166,SUCCESS,36-45,26-35,West Bengal,Kotak,PNB,Android,4G,0,8,Tuesday,0
TXN0000216993,Bill Payment,Fuel,501,SUCCESS,36-45,46-55,Telangana,Axis,SBI,iOS,4G,0,19,Wednesday,0
TXN0000072983,P2M,Other,177,SUCCESS,56+,36-45,Karnataka,SBI,Axis,Android,3G,0,16,Monday,0
TXN0000121988,P2P,Other,738,SUCCESS,26-35,26-35,Uttar Pradesh,PNB,SBI,Android,5G,0,16,Friday,0
TXN0000247448,P2P,Entertainment,337,SUCCESS,26-35,26-35,Telangana,SBI,SBI,Android,4G,0,12,Thursday,0
TXN0000248045,Recharge,Transport,108,SUCCESS,26-35,46-55,Andhra Pradesh,SBI,PNB,Android,5G,0,7,Monday,0
TXN0000034595,Bill Payment,Transport,99,SUCCESS,26-35,26-35,Maharashtra,HDFC,HDFC,Android,5G,0,18,Tuesday,0
TXN0000184983,P2P,Shopping,855,SUCCESS,46-55,46-55,Rajasthan,Kotak,Yes Bank,Android,5G,0,11,Wednesday,0
TXN0000061247,P2P,Grocery,186,SUCCESS,18-25,26-35,West Bengal,ICICI,Yes Bank,Android,4G,0,21,Thursday,0
TXN0000079253,P2M,Food,989,SUCCESS,36-45,46-55,Maharashtra,ICICI,PNB,Android,4G,0,8,Monday,0
TXN0000179511,P2M,Shopping,459,FAILED,56+,26-35,West Bengal,Yes Bank,ICICI,Android,WiFi,0,10,Saturday,1
TXN0000219072,P2M,Food,375,SUCCESS,26-35,26-35,Gujarat,Yes Bank,ICICI,iOS,WiFi,0,20,Thursday,0
TXN0000164045,P2M,Utilities,223,SUCCESS,26-35,18-25,Karnataka,Axis,PNB,Android,4G,0,17,Sunday,1
TXN0000106380,P2M,Grocery,691,SUCCESS,18-25,26-35,Rajasthan,Kotak,SBI,iOS,4G,0,13,Monday,0
TXN0000159938,Bill Payment,Grocery,1151,SUCCESS,26-35,36-45,Uttar Pradesh,Axis,Yes Bank,Android,5G,0,10,Monday,0
TXN0000003833,P2P,Food,956,SUCCESS,18-25,36-45,Uttar Pradesh,Axis,SBI,Android,WiFi,0,19,Sunday,1
TXN0000070269,Bill Payment,Transport,47,SUCCESS,36-45,26-35,Karnataka,SBI,Yes Bank,Android,WiFi,0,11,Tuesday,0
TXN0000015283,P2M,Fuel,365,SUCCESS,56+,18-25,Gujarat,PNB,Axis,Android,4G,0,17,Saturday,1
TXN0000238472,Bill Payment,Healthcare,439,SUCCESS,36-45,26-35,Gujarat,Kotak,HDFC,Android,5G,0,23,Wednesday,0
TXN0000245919,Bill Payment,Food,353,SUCCESS,18-25,18-25,Rajasthan,HDFC,IndusInd,Android,4G,0,11,Tuesday,0
TXN0000018376,P2P,Grocery,1289,SUCCESS,18-25,26-35,Telangana,Axis,HDFC,Android,5G,0,12,Wednesday,0
TXN0000099300,P2P,Other,5002,SUCCESS,36-45,36-45,Uttar Pradesh,HDFC,HDFC,Android,5G,0,19,Sunday,1
TXN0000097625,Bill Payment,Shopping,577,SUCCESS,56+,46-55,Gujarat,Yes Bank,Axis,iOS,4G,0,15,Tuesday,0
TXN0000076154,P2P,Entertainment,449,SUCCESS,26-35,26-35,Uttar Pradesh,PNB,HDFC,Android,5G,0,18,Monday,0
TXN0000189234,Recharge,Food,345,FAILED,46-55,36-45,Karnataka,ICICI,ICICI,Web,3G,0,18,Friday,0
TXN0000113817,P2P,Entertainment,246,SUCCESS,36-45,26-35,Delhi,PNB,ICICI,iOS,4G,0,9,Friday,0
TXN0000240399,P2P,Food,514,SUCCESS,26-35,18-25,Maharashtra,Kotak,SBI,Android,4G,0,21,Wednesday,0
TXN0000178678,P2P,Transport,208,SUCCESS,26-35,36-45,West Bengal,IndusInd,Axis,iOS,5G,0,8,Tuesday,0
TXN0000136588,P2P,Healthcare,951,SUCCESS,56+,18-25,Maharashtra,SBI,SBI,iOS,WiFi,0,18,Saturday,1
TXN0000141651,P2P,Fuel,1544,SUCCESS,36-45,36-45,West Bengal,SBI,ICICI,Android,4G,0,13,Wednesday,0
TXN0000091912,P2M,Shopping,3773,SUCCESS,26-35,26-35,Maharashtra,SBI,SBI,Android,4G,0,21,Saturday,1
TXN0000249769,Bill Payment,Shopping,6922,SUCCESS,56+,18-25,Maharashtra,SBI,SBI,Android,5G,0,17,Monday,0
TXN0000120383,Bill Payment,Transport,82,SUCCESS,26-35,36-45,Uttar Pradesh,IndusInd,IndusInd,iOS,WiFi,0,19,Friday,0
TXN0000192275,P2P,Other,1248,SUCCESS,46-55,36-45,Uttar Pradesh,ICICI,IndusInd,Android,4G,0,11,Friday,0
TXN0000138312,P2M,Food,152,SUCCESS,26-35,36-45,Andhra Pradesh,SBI,SBI,Android,4G,0,11,Sunday,1
TXN0000185930,P2P,Food,1744,SUCCESS,46-55,46-55,Telangana,SBI,Yes Bank,iOS,5G,0,17,Wednesday,0
TXN0000174500,P2P,Transport,544,SUCCESS,26-35,46-55,Telangana,Axis,HDFC,Android,WiFi,0,12,Tuesday,0
TXN0000046272,Recharge,Utilities,1860,SUCCESS,26-35,26-35,West Bengal,SBI,SBI,Android,4G,0,20,Saturday,1
TXN0000248227,P2M,Fuel,902,SUCCESS,36-45,18-25,Uttar Pradesh,SBI,IndusInd,Android,4G,0,20,Saturday,1
TXN0000187188,P2P,Grocery,393,SUCCESS,18-25,18-25,Uttar Pradesh,Kotak,HDFC,Android,5G,0,21,Friday,0
TXN0000212999,P2P,Food,173,SUCCESS,46-55,36-45,Delhi,SBI,ICICI,Android,5G,0,11,Sunday,1
TXN0000078283,P2P,Grocery,467,SUCCESS,26-35,46-55,Karnataka,HDFC,SBI,Android,4G,0,17,Wednesday,0
TXN0000076442,Recharge,Healthcare,259,SUCCESS,26-35,26-35,Delhi,SBI,ICICI,Android,4G,0,21,Sunday,1
TXN0000207368,Recharge,Utilities,2818,SUCCESS,18-25,36-45,Uttar Pradesh,Yes Bank,PNB,iOS,4G,0,21,Monday,0
TXN0000138312,P2M,Food,152,SUCCESS,26-35,36-45,Andhra Pradesh,SBI,SBI,Android,4G,0,11,Sunday,1
TXN0000224138,P2P,Fuel,3944,SUCCESS,36-45,26-35,Tamil Nadu,SBI,ICICI,iOS,WiFi,0,19,Wednesday,0
TXN0000199909,P2P,Transport,50,SUCCESS,36-45,18-25,Uttar Pradesh,HDFC,IndusInd,Android,4G,0,17,Monday,0
TXN0000125427,P2M,Food,1895,SUCCESS,26-35,36-45,Uttar Pradesh,SBI,Kotak,Android,4G,0,12,Tuesday,0
TXN0000007602,P2P,Food,1260,SUCCESS,36-45,26-35,Maharashtra,Yes Bank,IndusInd,iOS,4G,0,8,Tuesday,0
TXN0000145418,P2P,Grocery,147,FAILED,18-25,26-35,Karnataka,SBI,Yes Bank,iOS,5G,0,15,Monday,0
TXN0000001921,Bill Payment,Other,284,FAILED,26-35,18-25,Uttar Pradesh,HDFC,HDFC,Android,3G,0,11,Tuesday,0
TXN0000156194,P2P,Food,1963,SUCCESS,36-45,18-25,West Bengal,Kotak,HDFC,Android,5G,0,18,Monday,0
TXN0000075767,P2M,Shopping,697,SUCCESS,46-55,26-35,Gujarat,SBI,SBI,Android,4G,0,18,Wednesday,0
TXN0000201336,Bill Payment,Utilities,368,SUCCESS,26-35,18-25,Karnataka,HDFC,ICICI,Android,4G,0,19,Saturday,1
TXN0000016062,P2M,Other,1347,SUCCESS,36-45,26-35,Delhi,ICICI,ICICI,Android,4G,0,18,Friday,0
TXN0000072105,P2P,Utilities,411,SUCCESS,46-55,26-35,Tamil Nadu,HDFC,Kotak,Android,4G,0,22,Sunday,1
TXN0000178208,P2M,Grocery,487,FAILED,18-25,36-45,Delhi,PNB,SBI,Android,WiFi,0,12,Tuesday,0
TXN0000128675,P2M,Grocery,642,SUCCESS,36-45,26-35,Karnataka,Yes Bank,Kotak,iOS,WiFi,0,14,Saturday,1
TXN0000107358,P2M,Entertainment,268,SUCCESS,18-25,26-35,Uttar Pradesh,SBI,IndusInd,Android,WiFi,0,21,Wednesday,0
TXN0000063929,P2P,Food,217,SUCCESS,26-35,36-45,Uttar Pradesh,SBI,Axis,iOS,4G,0,17,Sunday,1
TXN0000134309,P2M,Grocery,721,SUCCESS,46-55,26-35,Tamil Nadu,SBI,HDFC,Android,WiFi,0,11,Monday,0
TXN0000227910,P2P,Fuel,1739,SUCCESS,36-45,18-25,Maharashtra,Yes Bank,IndusInd,Android,5G,0,13,Sunday,1
TXN0000138427,P2P,Healthcare,117,SUCCESS,18-25,26-35,Rajasthan,IndusInd,Yes Bank,Android,WiFi,0,12,Thursday,0
TXN0000088210,P2P,Entertainment,137,SUCCESS,36-45,18-25,Telangana,SBI,HDFC,Android,4G,0,19,Tuesday,0
TXN0000011050,P2P,Utilities,5089,SUCCESS,36-45,36-45,Delhi,Yes Bank,SBI,Android,5G,0,22,Sunday,1
TXN0000133542,P2M,Grocery,288,SUCCESS,26-35,56+,Andhra Pradesh,PNB,IndusInd,Android,4G,0,7,Tuesday,0
TXN0000060727,P2P,Fuel,1619,SUCCESS,56+,36-45,Telangana,SBI,HDFC,Android,4G,0,19,Wednesday,0
TXN0000044239,P2M,Entertainment,764,SUCCESS,26-35,18-25,Karnataka,Axis,ICICI,Android,WiFi,0,17,Tuesday,0
TXN0000124918,P2P,Utilities,2172,SUCCESS,26-35,18-25,Telangana,Yes Bank,ICICI,Android,4G,0,14,Tuesday,0
TXN0000235162,P2P,Grocery,92,SUCCESS,36-45,26-35,Telangana,Axis,SBI,Web,WiFi,0,10,Tuesday,0
TXN0000125918,Bill Payment,Fuel,3749,SUCCESS,26-35,36-45,Maharashtra,SBI,Kotak,iOS,5G,0,20,Saturday,1
TXN0000022043,P2M,Utilities,1106,SUCCESS,18-25,18-25,Karnataka,SBI,ICICI,iOS,5G,0,13,Thursday,0
TXN0000089571,P2M,Education,1217,SUCCESS,36-45,18-25,Uttar Pradesh,PNB,Kotak,Android,WiFi,0,17,Sunday,1
TXN0000198936,P2P,Transport,250,SUCCESS,46-55,26-35,Gujarat,HDFC,Yes Bank,Android,5G,0,22,Thursday,0
TXN0000130799,P2P,Food,74,SUCCESS,36-45,26-35,Andhra Pradesh,ICICI,PNB,Android,5G,0,15,Monday,0
TXN0000034595,Bill Payment,Transport,99,SUCCESS,26-35,26-35,Maharashtra,HDFC,HDFC,Android,5G,0,18,Tuesday,0
TXN0000082987,P2P,Healthcare,503,SUCCESS,36-45,36-45,West Bengal,HDFC,Yes Bank,Android,4G,0,11,Monday,0
TXN0000245740,Bill Payment,Grocery,639,SUCCESS,26-35,26-35,Maharashtra,SBI,ICICI,Android,4G,0,19,Tuesday,0
TXN0000181690,P2P,Entertainment,297,SUCCESS,26-35,36-45,Tamil Nadu,Axis,HDFC,Android,4G,0,19,Saturday,1
TXN0000185341,P2P,Transport,885,SUCCESS,36-45,46-55,Karnataka,SBI,ICICI,Android,4G,0,12,Tuesday,0
TXN0000249718,Bill Payment,Fuel,322,SUCCESS,18-25,36-45,Tamil Nadu,Kotak,SBI,Android,4G,0,20,Sunday,1
TXN0000058142,P2P,Other,639,SUCCESS,36-45,36-45,Uttar Pradesh,Axis,PNB,Android,3G,0,12,Sunday,1
TXN0000138300,P2M,Food,122,SUCCESS,18-25,46-55,West Bengal,IndusInd,HDFC,Android,4G,0,21,Thursday,0
TXN0000131209,P2M,Utilities,1608,SUCCESS,18-25,56+,Delhi,Axis,SBI,iOS,WiFi,0,18,Tuesday,0
TXN0000210787,P2P,Grocery,151,SUCCESS,18-25,56+,Maharashtra,IndusInd,SBI,Android,4G,0,11,Saturday,1
TXN0000222085,P2M,Food,263,SUCCESS,36-45,46-55,Uttar Pradesh,PNB,SBI,Web,4G,0,21,Monday,0
TXN0000219862,Bill Payment,Shopping,505,SUCCESS,18-25,18-25,Telangana,PNB,Axis,Android,4G,0,16,Friday,0
TXN0000123100,P2P,Food,703,SUCCESS,26-35,26-35,Uttar Pradesh,PNB,Axis,Android,5G,0,19,Friday,0
TXN0000008721,Bill Payment,Entertainment,323,SUCCESS,26-35,26-35,Karnataka,ICICI,ICICI,iOS,4G,0,20,Wednesday,0
TXN0000177901,Bill Payment,Grocery,170,SUCCESS,46-55,26-35,Rajasthan,ICICI,Yes Bank,Android,3G,0,15,Sunday,1
TXN0000128134,P2P,Fuel,2761,SUCCESS,18-25,26-35,Telangana,HDFC,Axis,Android,4G,0,10,Sunday,1
TXN0000219058,P2M,Transport,62,SUCCESS,36-45,46-55,Uttar Pradesh,Yes Bank,SBI,Android,5G,0,20,Tuesday,0
TXN0000197485,P2M,Shopping,2095,SUCCESS,46-55,26-35,Telangana,PNB,SBI,Android,4G,0,19,Friday,0
TXN0000112493,P2P,Education,2139,SUCCESS,26-35,18-25,Tamil Nadu,ICICI,ICICI,Android,4G,0,20,Friday,0
TXN0000216542,Bill Payment,Other,143,SUCCESS,26-35,18-25,Andhra Pradesh,SBI,Yes Bank,Android,4G,0,10,Saturday,1
TXN0000032557,P2P,Shopping,3263,SUCCESS,36-45,26-35,West Bengal,Axis,PNB,Android,5G,0,15,Saturday,1
TXN0000026929,P2M,Entertainment,1579,SUCCESS,36-45,26-35,Andhra Pradesh,PNB,ICICI,Android,4G,0,11,Wednesday,0
TXN0000246368,P2P,Transport,517,FAILED,46-55,26-35,Karnataka,SBI,HDFC,Android,4G,0,4,Friday,0
TXN0000216193,P2M,Fuel,358,SUCCESS,26-35,36-45,Delhi,Yes Bank,Axis,Android,3G,0,17,Monday,0
TXN0000076219,Recharge,Transport,159,SUCCESS,36-45,36-45,Karnataka,IndusInd,Axis,Android,5G,0,20,Tuesday,0
TXN0000188857,Bill Payment,Entertainment,476,SUCCESS,36-45,46-55,Uttar Pradesh,ICICI,IndusInd,Android,3G,0,10,Saturday,1
TXN0000171542,P2M,Healthcare,3058,SUCCESS,56+,26-35,Karnataka,Kotak,PNB,Android,5G,0,12,Friday,0
TXN0000127479,P2M,Fuel,691,SUCCESS,26-35,36-45,Rajasthan,ICICI,SBI,Android,5G,0,11,Tuesday,0
TXN0000169177,P2P,Grocery,757,SUCCESS,18-25,36-45,Maharashtra,SBI,PNB,iOS,4G,0,0,Thursday,0
TXN0000160360,P2M,Transport,26,SUCCESS,36-45,18-25,Gujarat,Axis,Axis,Android,5G,0,19,Sunday,1
TXN0000059164,P2M,Food,525,SUCCESS,36-45,56+,Uttar Pradesh,ICICI,HDFC,iOS,4G,0,18,Thursday,0
TXN0000086134,Bill Payment,Food,575,SUCCESS,18-25,26-35,Karnataka,ICICI,HDFC,Android,5G,0,10,Sunday,1
TXN0000103755,P2P,Utilities,6197,SUCCESS,36-45,36-45,Uttar Pradesh,Kotak,ICICI,iOS,5G,0,19,Monday,0
TXN0000135694,P2M,Entertainment,266,SUCCESS,26-35,36-45,West Bengal,Axis,PNB,iOS,4G,0,21,Friday,0
TXN0000078485,Bill Payment,Entertainment,438,SUCCESS,26-35,46-55,Uttar Pradesh,ICICI,Kotak,Android,WiFi,0,10,Sunday,1
TXN0000176119,P2P,Shopping,445,SUCCESS,18-25,18-25,Uttar Pradesh,IndusInd,IndusInd,Android,4G,0,10,Saturday,1
TXN0000186385,P2P,Shopping,359,SUCCESS,26-35,46-55,Andhra Pradesh,PNB,PNB,Android,4G,0,14,Thursday,0
TXN0000222822,P2M,Fuel,896,SUCCESS,36-45,36-45,Maharashtra,Axis,SBI,iOS,4G,0,9,Sunday,1
TXN0000209730,P2P,Food,205,SUCCESS,26-35,26-35,Karnataka,HDFC,SBI,Android,4G,0,20,Friday,0
TXN0000227080,P2M,Fuel,636,SUCCESS,36-45,36-45,Telangana,Kotak,PNB,Web,WiFi,0,9,Monday,0
TXN0000184075,P2M,Grocery,3311,SUCCESS,26-35,18-25,Rajasthan,SBI,ICICI,Android,3G,0,16,Sunday,1
TXN0000037202,P2P,Food,234,SUCCESS,18-25,26-35,Karnataka,SBI,Kotak,Android,5G,0,9,Saturday,1
TXN0000211712,P2M,Shopping,463,SUCCESS,26-35,18-25,Karnataka,PNB,HDFC,Android,4G,0,17,Tuesday,0
TXN0000175442,Bill Payment,Other,381,SUCCESS,56+,46-55,Uttar Pradesh,Kotak,SBI,Android,4G,0,19,Friday,0
TXN0000077604,Bill Payment,Healthcare,135,SUCCESS,18-25,26-35,Maharashtra,ICICI,HDFC,Android,4G,0,12,Saturday,1
TXN0000211831,P2M,Other,129,SUCCESS,26-35,56+,Maharashtra,ICICI,HDFC,Android,5G,0,12,Sunday,1
TXN0000134067,Recharge,Grocery,636,SUCCESS,26-35,26-35,Rajasthan,PNB,SBI,Android,WiFi,0,17,Tuesday,0
TXN0000102240,P2M,Grocery,226,SUCCESS,18-25,26-35,Karnataka,IndusInd,Axis,Android,5G,0,21,Saturday,1
TXN0000136849,P2P,Food,5753,SUCCESS,18-25,36-45,Andhra Pradesh,Yes Bank,Kotak,Android,4G,0,20,Saturday,1
TXN0000241960,P2M,Healthcare,128,SUCCESS,18-25,26-35,Andhra Pradesh,IndusInd,SBI,Android,3G,0,10,Sunday,1
TXN0000005868,P2M,Shopping,4339,SUCCESS,36-45,18-25,Maharashtra,PNB,PNB,Android,3G,0,9,Friday,0
TXN0000094476,P2P,Other,1574,SUCCESS,18-25,36-45,Karnataka,SBI,Kotak,Android,5G,0,14,Sunday,1
TXN0000119182,P2M,Healthcare,678,SUCCESS,56+,36-45,Maharashtra,Yes Bank,HDFC,Android,5G,0,18,Sunday,1
TXN0000092709,P2M,Grocery,2266,FAILED,36-45,36-45,Uttar Pradesh,SBI,IndusInd,Android,WiFi,0,17,Wednesday,0
TXN0000061170,Bill Payment,Food,210,SUCCESS,26-35,18-25,Karnataka,IndusInd,IndusInd,Web,4G,0,21,Monday,0
TXN0000110958,Bill Payment,Grocery,4029,SUCCESS,46-55,46-55,Uttar Pradesh,SBI,SBI,Web,4G,0,11,Wednesday,0
TXN0000225924,P2P,Fuel,4003,SUCCESS,18-25,36-45,Karnataka,SBI,IndusInd,Android,3G,0,12,Saturday,1
TXN0000148867,P2M,Entertainment,302,SUCCESS,18-25,18-25,Uttar Pradesh,ICICI,IndusInd,Web,WiFi,0,9,Wednesday,0
TXN0000132397,P2P,Fuel,572,SUCCESS,26-35,36-45,Andhra Pradesh,IndusInd,Axis,Android,WiFi,0,15,Friday,0
TXN0000202979,P2M,Other,211,SUCCESS,18-25,36-45,Maharashtra,HDFC,SBI,Android,3G,0,12,Sunday,1
TXN0000022437,P2M,Other,872,SUCCESS,36-45,36-45,Maharashtra,Kotak,Axis,Android,4G,0,9,Thursday,0
TXN0000211811,P2P,Other,409,SUCCESS,26-35,26-35,Karnataka,PNB,ICICI,Android,4G,0,19,Monday,0
TXN0000218117,P2M,Shopping,224,SUCCESS,36-45,56+,Maharashtra,SBI,Kotak,Android,4G,0,12,Monday,0
TXN0000002383,P2M,Grocery,525,SUCCESS,18-25,36-45,Telangana,HDFC,SBI,Android,3G,0,13,Thursday,0
TXN0000117270,P2P,Shopping,2250,SUCCESS,18-25,46-55,Andhra Pradesh,PNB,Yes Bank,Web,4G,0,15,Sunday,1
TXN0000209989,P2P,Shopping,651,SUCCESS,36-45,18-25,Rajasthan,Yes Bank,HDFC,Android,4G,0,19,Sunday,1
TXN0000179426,P2M,Food,105,SUCCESS,26-35,18-25,Delhi,SBI,PNB,Android,4G,0,16,Wednesday,0
TXN0000002385,P2P,Food,855,SUCCESS,26-35,18-25,Karnataka,SBI,IndusInd,iOS,3G,0,7,Tuesday,0
TXN0000153742,Recharge,Shopping,5022,SUCCESS,26-35,18-25,Uttar Pradesh,SBI,HDFC,Android,4G,0,23,Sunday,1
TXN0000156756,P2P,Utilities,4121,SUCCESS,26-35,26-35,Delhi,HDFC,ICICI,iOS,5G,0,17,Tuesday,0
TXN0000202220,P2P,Transport,447,SUCCESS,18-25,18-25,Tamil Nadu,Kotak,HDFC,iOS,4G,0,11,Monday,0
TXN0000091879,Bill Payment,Grocery,920,SUCCESS,18-25,36-45,Telangana,PNB,IndusInd,Web,4G,0,16,Friday,0
TXN0000159035,P2M,Grocery,772,SUCCESS,36-45,56+,Uttar Pradesh,ICICI,PNB,Android,4G,0,22,Thursday,0
TXN0000115396,P2P,Grocery,1612,SUCCESS,36-45,26-35,Gujarat,SBI,Yes Bank,Android,WiFi,0,12,Wednesday,0
TXN0000119880,P2M,Grocery,424,SUCCESS,56+,26-35,Delhi,SBI,Yes Bank,Android,WiFi,0,17,Sunday,1
